sexo,forma_envio_solicitacao,estado_onde_reside,produto_solicitado,dia_vencimento,tipo_endereco,idade,estado_civil,qtde_dependentes,nacionalidade,qtde_contas_bancarias,renda_mensal_regular,renda_extra,possui_telefone_residencial,possui_email,possui_cartao_visa,possui_cartao_mastercard,possui_cartao_diners,possui_cartao_amex,possui_outros_cartoes,possui_carro,vinculo_formal_com_empresa,meses_no_trabalho,local_onde_reside,tipo_residencia,meses_na_residencia,profissao,ocupacao,profissao_companheiro,grau_instrucao_companheiro,inadimplente
M,internet,SP,1,10,1,60,2,0,1,0,1081.32,0.0,1,1,0,0,0,0,0,0,0,0,160.0,,,,,,,1
F,internet,MG,1,15,1,36,2,2,1,0,350.0,0.0,1,1,1,0,0,0,0,0,0,0,375.0,1.0,2.0,,4.0,,,1
F,presencial,PE,1,25,1,45,2,0,1,1,300.0,0.0,1,1,0,0,0,0,0,1,0,0,545.0,1.0,1.0,11.0,4.0,0.0,0.0,1
F,presencial,RO,1,15,1,26,4,1,1,1,270.0,0.0,1,0,0,0,0,0,0,1,0,0,789.0,5.0,5.0,9.0,1.0,0.0,0.0,1
M,correio,SP,1,10,1,26,1,2,1,0,974.0,0.0,0,1,0,0,0,0,0,0,1,0,131.0,1.0,1.0,9.0,2.0,11.0,,0
F,presencial,PE,1,20,1,57,4,0,1,1,350.0,1500.0,0,0,0,0,0,0,0,1,0,0,550.0,1.0,18.0,9.0,5.0,0.0,0.0,1
F,internet,CE,1,20,1,35,1,1,1,1,1197.0,0.0,0,1,0,0,0,0,0,0,1,0,628.0,3.0,2.0,9.0,5.0,,,1
F,internet,MS,1,5,1,60,4,1,1,0,700.0,0.0,1,1,0,0,0,0,0,0,0,0,710.0,2.0,0.0,9.0,4.0,,,1
M,presencial,RS,1,20,1,29,1,1,1,1,816.0,0.0,1,0,0,0,0,0,0,1,1,0,965.0,1.0,15.0,9.0,5.0,0.0,0.0,0
F,presencial,SP,1,10,1,35,2,0,1,1,1136.0,0.0,1,0,1,0,0,0,0,1,1,0,994.0,1.0,8.0,9.0,2.0,0.0,0.0,1
F,presencial,PA,1,5,1,46,2,0,1,1,2163.0,0.0,0,0,1,1,0,0,0,1,0,0,660.0,1.0,28.0,0.0,2.0,0.0,0.0,1
M,correio,RN,1,10,1,46,2,2,1,0,412.0,0.0,1,1,0,0,0,0,0,0,1,0,591.0,1.0,1.0,9.0,2.0,11.0,,0
M,internet,RS,1,25,1,39,1,0,1,0,500.0,0.0,1,1,1,1,0,0,0,0,0,0,962.0,1.0,5.0,,,,,1
F,internet,RS,1,10,1,62,2,0,1,0,260.0,0.0,0,1,0,0,0,0,0,0,0,0,976.0,1.0,2.0,,4.0,,,0
M,internet,SC,1,10,1,74,2,0,1,0,380.0,0.0,1,1,0,0,0,0,0,0,1,0,895.0,1.0,6.0,9.0,1.0,,,0
F,internet,SP,1,15,1,25,2,2,1,0,527.0,0.0,1,1,0,0,0,0,0,0,0,0,615.0,1.0,26.0,9.0,2.0,,,1
F,internet,SP,2,15,1,40,5,1,1,0,946.0,0.0,1,1,1,0,0,0,0,0,1,0,110.0,2.0,4.0,9.0,2.0,,,1
M,presencial,ES,2,5,1,67,2,0,1,0,615.0,300.0,1,0,0,0,0,0,0,1,0,0,291.0,1.0,22.0,9.0,1.0,0.0,0.0,0
F,presencial,MG,2,10,1,29,2,0,1,1,461.0,0.0,1,0,0,0,0,0,0,1,0,0,326.0,1.0,28.0,9.0,5.0,0.0,0.0,1
F,presencial,RS,1,10,1,59,2,0,1,1,580.0,0.0,0,1,0,0,0,0,0,1,1,0,956.0,1.0,40.0,2.0,4.0,0.0,0.0,1
F,internet,SP,1,15,1,31,6,0,1,0,770.0,0.0,1,1,1,0,0,0,0,0,0,0,573.0,1.0,8.0,9.0,,,,1
F,presencial,SP,2,10,1,44,2,2,1,1,1100.0,0.0,1,0,0,0,0,0,0,1,0,0,686.0,1.0,16.0,9.0,4.0,0.0,0.0,1
M,internet,SP,1,10,1,36,2,2,1,0,500.0,0.0,1,1,0,0,0,0,0,0,0,0,170.0,,0.0,,,,,1
F,presencial,ES,2,15,1,26,2,3,1,1,600.0,0.0,1,1,0,0,0,0,0,1,0,0,291.0,1.0,21.0,9.0,5.0,0.0,0.0,1
F,correio,RS,1,20,1,52,2,2,1,0,202.98,0.0,1,1,0,0,0,0,0,0,1,0,967.0,1.0,1.0,9.0,2.0,11.0,,1
M,presencial,MS,1,10,1,23,6,0,1,1,400.0,0.0,1,0,0,0,0,0,0,1,1,0,792.0,1.0,5.0,9.0,4.0,0.0,0.0,0
M,internet,RN,1,15,1,42,2,0,1,0,1890.0,0.0,1,1,0,0,0,0,0,0,1,0,597.0,1.0,10.0,,,,,0
F,internet,PA,1,15,1,57,2,0,1,0,619.0,0.0,1,1,1,1,0,0,0,0,0,0,670.0,1.0,13.0,,,,,0
M,internet,MG,2,10,1,47,1,0,1,0,350.0,0.0,1,1,0,0,0,0,0,0,0,0,346.0,1.0,18.0,,,,,1
M,internet,BA,1,15,1,43,2,0,1,0,350.0,0.0,1,1,0,0,0,0,0,0,0,0,484.0,1.0,2.0,,,,,1
M,internet,RN,1,10,1,36,2,0,1,0,830.0,0.0,1,1,0,0,0,0,0,0,1,0,596.0,1.0,10.0,,,,,1
M,internet,BA,1,10,1,39,1,0,1,0,302.0,0.0,1,1,0,0,0,0,0,0,0,0,457.0,1.0,8.0,9.0,5.0,,,0
M,presencial,CE,1,20,1,44,1,0,1,1,350.0,0.0,1,1,0,0,0,0,0,0,0,0,607.0,1.0,6.0,,,,,1
F,internet,CE,1,25,1,59,3,0,1,0,374.0,0.0,1,1,0,0,0,0,0,0,0,0,617.0,1.0,60.0,,,,,0
F,presencial,CE,1,10,1,40,1,0,1,1,350.0,0.0,0,1,0,0,0,0,0,1,0,0,628.0,1.0,1.0,0.0,0.0,0.0,0.0,0
F,internet,PB,1,10,1,34,2,2,1,0,400.0,466.4,1,1,0,0,0,0,0,0,1,0,583.0,1.0,1.0,,,,,0
F,presencial,PE,1,10,1,36,1,0,0,1,723.0,0.0,0,1,1,0,0,0,0,1,1,0,555.0,1.0,0.0,9.0,2.0,11.0,0.0,1
M,internet,RS,1,25,1,25,2,0,1,0,1219.0,0.0,1,1,1,1,0,0,0,0,0,0,962.0,1.0,5.0,9.0,,,,0
F,internet,SP,1,25,1,27,1,0,1,0,574.0,0.0,1,1,0,0,0,0,0,0,1,0,286.0,2.0,1.0,9.0,2.0,,,1
F,internet,SP,2,20,1,47,2,2,1,0,400.0,0.0,1,1,0,0,0,0,0,0,1,0,397.0,1.0,9.0,2.0,4.0,,,0
F,internet,BA,1,15,1,46,1,0,1,0,350.0,0.0,1,1,0,0,0,0,0,0,0,0,459.0,5.0,30.0,9.0,1.0,,,0
M,internet,TO,7,15,1,32,2,3,1,0,550.0,0.0,0,1,0,0,0,0,0,0,1,0,778.0,1.0,5.0,9.0,2.0,,,1
F,internet,BA,1,20,1,19,1,0,1,0,406.0,0.0,1,1,0,0,0,0,0,0,1,0,489.0,1.0,,9.0,2.0,,,1
M,internet,PE,1,10,1,28,2,0,1,0,350.0,0.0,1,1,0,0,0,0,0,0,0,0,509.0,1.0,,9.0,4.0,,,1
F,internet,RS,1,10,1,42,4,1,1,1,881.0,0.0,1,1,0,0,0,0,0,0,0,0,932.0,1.0,5.0,,,,,0
F,presencial,DF,1,10,1,48,3,0,1,1,5706.0,0.0,1,1,0,0,0,0,0,1,0,0,728.0,0.0,0.0,9.0,5.0,11.0,0.0,1
M,internet,RS,1,5,1,27,2,0,1,0,1071.0,0.0,1,1,1,1,0,0,0,0,1,0,934.0,1.0,10.0,9.0,2.0,,,0
F,internet,MT,1,5,1,39,2,0,1,0,1925.0,0.0,1,1,0,0,0,0,0,0,0,0,787.0,1.0,6.0,15.0,5.0,,,1
F,presencial,CE,1,10,1,62,2,0,1,1,350.0,0.0,0,1,0,0,0,0,0,0,0,0,607.0,,,9.0,1.0,,,0
F,internet,AM,1,15,1,31,6,2,1,0,700.0,800.0,1,1,0,1,0,0,0,0,0,0,690.0,1.0,8.0,2.0,4.0,,,1
M,internet,AL,1,1,1,19,2,0,1,0,350.0,0.0,1,1,0,0,0,0,0,0,0,0,570.0,1.0,5.0,9.0,4.0,,,0
F,presencial,PA,1,15,1,18,6,1,1,1,600.0,0.0,1,0,0,0,0,0,0,1,0,0,671.0,5.0,14.0,9.0,2.0,0.0,0.0,0
M,internet,CE,1,10,1,60,2,0,1,0,350.0,0.0,0,1,0,0,0,0,0,0,1,0,628.0,1.0,6.0,9.0,1.0,,,1
F,presencial,MG,1,20,1,72,2,0,1,1,2500.0,0.0,1,0,0,0,0,0,0,1,1,0,377.0,1.0,2.0,0.0,0.0,0.0,0.0,1
F,internet,SP,2,20,1,26,1,2,1,0,500.0,0.0,1,1,0,0,0,0,0,0,0,0,686.0,1.0,7.0,,4.0,,,1
M,internet,CE,2,5,1,77,4,0,1,0,702.0,0.0,1,1,0,0,0,0,0,0,0,0,630.0,2.0,8.0,9.0,1.0,,,0
M,internet,RS,1,25,1,46,2,1,1,0,605.8,0.0,1,1,0,0,0,0,0,0,1,0,948.0,1.0,18.0,9.0,2.0,,,0
M,correio,PR,1,15,1,27,2,2,1,0,537.0,0.0,1,1,0,0,0,0,0,0,1,0,834.0,1.0,1.0,9.0,2.0,11.0,,0
F,presencial,SP,1,10,1,44,2,0,1,1,470.0,0.0,0,0,0,0,0,0,0,1,0,0,146.0,1.0,10.0,0.0,0.0,0.0,0.0,1
M,internet,PB,1,10,1,19,1,1,1,0,523.75,0.0,1,1,0,0,0,0,0,0,1,0,580.0,5.0,10.0,9.0,,,,1
M,presencial,SP,1,20,1,49,2,0,1,1,500.0,0.0,1,0,0,0,0,0,0,1,1,0,129.0,1.0,18.0,9.0,4.0,0.0,0.0,1
F,internet,RN,1,10,1,21,2,0,1,0,396.0,0.0,1,1,0,0,0,0,0,0,1,0,596.0,1.0,1.0,11.0,,,,0
M,presencial,ES,1,10,1,71,2,0,1,1,350.0,0.0,1,0,0,0,0,0,0,1,0,0,299.0,1.0,0.0,9.0,1.0,0.0,0.0,0
F,internet,RS,1,10,1,63,4,0,1,0,662.0,0.0,1,1,0,0,0,0,0,0,0,0,925.0,1.0,10.0,9.0,1.0,,,0
F,presencial,SP,1,10,1,20,1,1,1,0,491.0,0.0,1,0,0,0,0,0,0,1,1,0,172.0,2.0,0.0,0.0,0.0,0.0,0.0,0
M,internet,RS,1,5,1,19,1,0,1,0,480.0,0.0,1,1,0,0,0,0,0,0,1,0,923.0,5.0,19.0,9.0,2.0,,,1
F,presencial,MA,1,10,1,64,1,0,1,1,522.0,0.0,1,0,0,0,0,0,0,1,0,0,652.0,1.0,0.0,0.0,0.0,0.0,0.0,0
F,internet,DF,1,25,1,25,1,3,1,0,427.0,0.0,1,1,0,0,0,0,0,0,0,0,726.0,1.0,11.0,9.0,2.0,,,1
M,internet,AP,1,25,1,59,2,1,1,0,606.0,0.0,1,1,0,0,0,0,0,0,1,0,689.0,1.0,45.0,9.0,2.0,,,0
F,presencial,SP,1,25,1,39,5,2,1,1,950.0,0.0,1,0,0,0,0,0,0,1,0,0,616.0,1.0,22.0,9.0,5.0,0.0,0.0,0
F,internet,SP,1,20,1,47,3,0,1,0,823.0,0.0,0,1,0,0,0,0,0,0,1,0,670.0,2.0,1.0,9.0,2.0,,,1
F,presencial,DF,1,15,1,24,2,1,1,1,1783.0,0.0,1,0,0,0,0,0,0,1,0,0,726.0,2.0,3.0,9.0,2.0,0.0,0.0,1
F,internet,MA,1,10,1,64,4,0,1,0,950.0,0.0,0,1,0,0,0,0,0,0,1,0,651.0,1.0,10.0,15.0,1.0,,,1
M,internet,RJ,7,10,1,30,2,0,1,0,685.0,0.0,1,1,0,0,0,0,0,0,1,0,260.0,1.0,4.0,9.0,2.0,,,1
M,correio,BA,1,10,1,37,2,0,1,0,883.0,0.0,1,1,0,0,0,0,0,0,1,0,440.0,1.0,1.0,11.0,5.0,11.0,,1
M,internet,RS,7,15,1,34,1,2,1,0,1100.0,0.0,1,1,0,0,0,0,0,0,1,0,960.0,1.0,13.0,8.0,5.0,,,1
M,internet,SP,1,20,1,38,2,2,1,0,1328.0,0.0,0,1,1,0,0,0,0,0,1,0,212.0,1.0,12.0,9.0,2.0,,,1
F,presencial,MT,1,10,1,64,4,1,1,1,350.0,350.0,0,0,0,0,0,0,0,1,1,0,785.0,1.0,4.0,9.0,1.0,0.0,0.0,0
F,internet,BA,7,10,1,48,1,0,1,1,2063.0,1000.0,1,1,0,0,0,0,0,1,1,0,440.0,1.0,20.0,9.0,2.0,,,1
M,internet,SP,1,10,1,54,2,0,1,0,350.0,0.0,1,1,0,0,0,0,0,0,0,0,276.0,1.0,,11.0,1.0,11.0,,0
M,presencial,PE,1,10,1,62,2,0,1,1,400.0,0.0,0,0,0,0,0,0,0,1,0,0,542.0,1.0,0.0,9.0,4.0,0.0,0.0,1
F,presencial,PE,1,10,2,24,1,0,1,1,850.0,0.0,1,1,0,1,0,0,0,1,1,0,534.0,1.0,24.0,9.0,2.0,0.0,0.0,1
F,presencial,ES,1,25,1,32,2,4,1,1,900.0,0.0,1,1,0,0,0,0,0,1,0,0,299.0,2.0,1.0,0.0,0.0,0.0,0.0,1
F,internet,RS,1,25,1,59,1,0,1,0,350.0,0.0,0,1,0,0,0,0,0,0,0,0,925.0,5.0,15.0,9.0,1.0,,,1
F,internet,RS,1,10,1,40,2,1,1,0,480.0,0.0,1,1,0,0,0,0,0,0,1,5,950.0,1.0,8.0,9.0,2.0,,,1
M,internet,BA,1,15,1,34,2,2,1,1,642.0,0.0,1,1,1,0,0,0,0,0,1,0,413.0,1.0,1.0,9.0,2.0,,,0
F,presencial,SP,1,10,1,74,4,0,1,0,350.0,0.0,1,1,0,0,0,0,0,0,0,0,162.0,,,,,,,0
M,internet,GO,1,15,1,40,2,0,1,0,688.0,0.0,1,1,0,0,0,0,0,0,0,0,740.0,1.0,20.0,9.0,5.0,,,1
F,correio,RR,1,10,1,43,2,0,1,0,2555.0,0.0,1,1,0,0,0,0,0,0,0,0,693.0,0.0,0.0,,,,,1
M,presencial,MG,2,10,1,47,2,3,1,1,1840.0,200.0,0,0,0,0,0,0,0,1,1,0,377.0,1.0,10.0,9.0,5.0,0.0,0.0,0
M,internet,PE,1,10,1,46,2,0,1,0,400.0,0.0,1,1,0,0,0,0,0,0,0,0,550.0,1.0,7.0,,,,,1
M,internet,PR,1,15,1,54,2,0,1,0,1078.06,0.0,0,1,0,0,0,0,0,0,0,0,840.0,2.0,1.0,10.0,2.0,,,1
F,internet,CE,1,5,1,41,1,0,1,0,350.0,0.0,1,1,0,0,0,0,0,0,0,0,605.0,1.0,10.0,,,,,0
F,presencial,MT,1,15,1,43,1,1,1,1,400.0,0.0,1,0,0,0,0,0,0,1,0,0,781.0,1.0,20.0,0.0,0.0,0.0,0.0,0
F,internet,CE,1,5,1,32,6,0,1,0,350.0,0.0,1,1,0,0,0,0,0,0,0,0,617.0,1.0,5.0,9.0,4.0,,,1
F,internet,DF,2,10,1,38,4,3,1,0,605.93,0.0,1,1,1,0,0,0,0,0,0,0,730.0,1.0,14.0,,,,,0
F,presencial,MS,1,5,1,38,1,0,1,1,450.0,0.0,1,1,0,0,0,0,0,1,1,0,791.0,1.0,31.0,9.0,2.0,0.0,0.0,0
F,internet,MS,1,10,1,20,2,0,1,0,350.0,0.0,1,1,0,0,0,0,0,0,0,0,790.0,1.0,18.0,2.0,4.0,,,1
F,presencial,RN,1,5,1,29,1,0,1,1,550.0,0.0,1,1,0,0,0,0,0,1,0,0,591.0,1.0,10.0,9.0,4.0,0.0,0.0,0
F,presencial,PA,1,5,1,38,2,2,1,1,1979.0,400.0,1,0,0,0,0,0,0,1,1,0,687.0,2.0,2.0,9.0,2.0,0.0,4.0,0
F,internet,RS,1,1,1,18,1,0,1,0,516.0,0.0,1,1,0,0,0,0,0,0,1,0,932.0,1.0,16.0,9.0,2.0,,,1
M,internet,SP,2,10,1,56,5,1,1,0,1132.0,0.0,0,1,0,0,0,0,0,0,0,0,118.0,1.0,,9.0,1.0,,,0
F,internet,AM,1,15,1,30,2,3,1,0,1485.0,0.0,1,1,1,1,0,0,0,0,0,0,690.0,1.0,8.0,2.0,3.0,,,0
M,internet,CE,1,15,1,75,2,0,1,0,247.0,0.0,0,1,0,0,0,0,0,0,0,0,619.0,1.0,5.0,9.0,1.0,,,1
F,presencial,SP,2,10,1,25,1,0,1,0,1200.0,0.0,1,1,0,0,0,0,0,1,0,0,839.0,1.0,3.0,2.0,4.0,0.0,0.0,1
F,correio,PE,1,20,1,26,2,0,1,0,250.0,0.0,1,1,0,0,0,0,0,0,0,0,550.0,1.0,1.0,11.0,4.0,11.0,,0
M,presencial,RS,1,5,1,46,1,0,1,1,950.0,0.0,1,1,0,0,0,0,0,1,0,0,961.0,1.0,10.0,0.0,0.0,0.0,0.0,0
F,internet,MS,1,25,1,49,2,0,1,0,400.0,0.0,0,1,0,0,0,0,0,0,1,0,790.0,1.0,5.0,9.0,4.0,,,0
F,presencial,PR,1,25,2,44,2,1,1,1,1152.0,0.0,1,0,0,0,0,0,0,1,1,0,818.0,1.0,5.0,9.0,2.0,0.0,0.0,1
M,internet,SP,1,10,1,33,1,0,1,0,550.0,600.0,1,1,0,0,0,0,0,0,0,0,114.0,1.0,,,,,,0
M,internet,CE,1,10,1,28,1,0,1,0,380.0,0.0,1,1,0,0,0,0,0,0,1,0,619.0,1.0,4.0,,,,,0
F,presencial,SP,1,5,1,31,2,0,1,1,979.0,0.0,1,1,0,0,0,0,0,1,0,0,847.0,1.0,4.0,0.0,0.0,0.0,0.0,0
M,internet,SP,1,25,1,27,6,1,1,0,700.0,568.0,1,1,0,0,0,0,0,0,1,0,117.0,1.0,5.0,9.0,4.0,9.0,,1
F,presencial,RJ,1,25,1,27,1,0,0,1,236.0,0.0,1,1,0,1,0,0,0,1,0,0,263.0,1.0,0.0,11.0,1.0,11.0,0.0,0
F,presencial,PI,1,20,1,35,1,0,1,0,350.0,0.0,1,1,0,1,0,0,0,0,0,0,640.0,1.0,3.0,2.0,4.0,,,0
M,internet,AM,1,5,1,35,2,0,1,0,416.99,0.0,1,1,1,0,0,0,0,0,0,0,694.0,1.0,19.0,,5.0,,,0
F,internet,RS,1,10,1,68,6,0,1,0,351.33,0.0,1,1,0,0,0,0,0,0,0,0,961.0,,,,1.0,,,0
F,internet,BA,1,10,1,37,2,0,1,0,449.0,0.0,1,1,0,0,0,0,0,0,1,0,483.0,1.0,10.0,9.0,2.0,,,1
M,internet,SP,1,15,1,50,2,0,1,0,453.0,0.0,1,1,0,0,0,0,0,0,0,0,185.0,1.0,20.0,,,,,1
F,internet,PB,1,5,1,38,2,2,1,0,1141.0,0.0,1,1,0,0,0,0,0,0,1,0,581.0,1.0,15.0,9.0,2.0,,,0
F,presencial,ES,1,10,1,67,4,0,1,1,350.0,0.0,0,1,0,0,0,0,0,1,0,0,298.0,1.0,10.0,9.0,1.0,0.0,0.0,1
M,presencial,RS,1,5,1,53,2,0,1,0,2131.0,0.0,1,0,1,1,0,0,0,1,1,0,941.0,1.0,22.0,9.0,1.0,0.0,0.0,0
F,presencial,CE,1,15,1,65,4,2,1,1,350.0,0.0,1,0,0,0,0,0,0,1,1,0,616.0,1.0,23.0,0.0,0.0,0.0,0.0,0
F,internet,PR,1,10,1,24,1,1,1,0,802.0,0.0,1,1,0,0,0,0,0,0,1,0,821.0,2.0,,9.0,2.0,11.0,,1
M,presencial,PR,1,5,1,62,2,0,1,1,1298.0,0.0,1,0,1,0,0,0,0,1,0,0,817.0,1.0,15.0,0.0,1.0,0.0,0.0,0
F,internet,AC,1,10,1,68,4,0,1,0,760.0,0.0,1,1,0,0,0,0,0,0,0,0,699.0,1.0,20.0,9.0,1.0,,,0
F,internet,SP,1,20,1,28,6,1,1,0,350.0,0.0,1,1,0,0,0,0,0,0,0,0,814.0,1.0,28.0,9.0,2.0,,,1
F,presencial,SP,2,25,1,43,2,0,1,0,248.0,0.0,1,1,0,0,0,0,0,0,1,0,125.0,1.0,9.0,,,,,1
F,internet,CE,1,15,1,25,2,2,1,0,450.0,0.0,1,1,0,0,0,0,0,0,1,0,617.0,1.0,10.0,9.0,2.0,,,1
F,correio,RS,1,10,1,34,2,2,1,0,400.0,0.0,1,1,0,0,0,0,0,0,1,0,946.0,1.0,1.0,10.0,4.0,11.0,,0
M,correio,BA,1,10,1,30,2,0,1,0,315.0,0.0,0,1,0,0,0,0,0,0,1,0,486.0,5.0,1.0,9.0,2.0,11.0,,1
M,presencial,PA,1,15,1,37,2,0,1,1,642.0,0.0,1,0,0,0,0,0,0,1,0,0,661.0,1.0,5.0,9.0,1.0,0.0,0.0,0
F,presencial,MG,1,10,1,80,4,0,1,1,350.0,0.0,1,1,0,0,0,0,0,1,0,0,360.0,1.0,20.0,0.0,1.0,0.0,0.0,1
M,internet,SP,1,10,1,62,2,1,1,0,489.0,0.0,1,1,0,0,0,0,0,0,0,0,493.0,1.0,25.0,,,,,0
F,internet,SP,2,15,1,44,2,0,1,0,250.0,0.0,1,1,0,0,0,0,0,0,0,0,716.0,1.0,1.0,9.0,4.0,,,0
M,internet,PB,1,10,1,25,2,1,1,0,402.0,0.0,1,1,0,0,0,0,0,0,1,0,581.0,1.0,4.0,9.0,2.0,,,1
M,correio,PA,1,5,1,28,2,2,1,0,1104.0,0.0,1,1,1,0,0,0,0,0,0,0,685.0,2.0,1.0,9.0,5.0,,,0
F,internet,CE,7,5,1,41,2,0,1,0,800.0,0.0,1,1,0,0,0,0,0,0,0,0,607.0,2.0,1.0,9.0,4.0,,,1
M,internet,RS,1,10,1,38,1,0,1,0,56363.0,0.0,1,1,0,0,0,0,0,0,0,0,956.0,1.0,2.0,9.0,2.0,,,1
M,internet,DF,1,10,1,60,1,0,1,0,873.0,0.0,1,1,0,0,0,0,0,0,0,0,730.0,1.0,6.0,,,,,1
F,presencial,AM,1,20,1,50,1,0,1,1,650.0,0.0,1,0,0,1,0,0,0,1,0,0,690.0,1.0,10.0,9.0,4.0,0.0,0.0,0
F,internet,SP,1,10,1,70,1,0,1,0,381.0,0.0,1,1,0,0,0,0,0,0,0,0,689.0,1.0,29.0,,1.0,,,0
F,internet,CE,1,25,1,31,1,0,1,0,380.0,0.0,1,1,0,0,0,0,0,0,1,0,617.0,1.0,,9.0,2.0,,,0
F,internet,BA,1,10,1,50,1,0,1,0,976.0,0.0,1,1,1,0,0,0,0,0,1,0,413.0,1.0,6.0,10.0,2.0,,,1
M,presencial,MS,1,25,1,26,2,1,1,0,543.0,0.0,1,0,0,0,0,0,0,1,1,0,791.0,1.0,5.0,9.0,2.0,0.0,0.0,0
M,internet,MG,1,20,1,31,2,3,1,1,383.0,0.0,1,1,1,0,0,0,0,0,1,0,323.0,1.0,31.0,9.0,2.0,,,1
M,internet,MS,1,15,1,65,2,0,1,0,1500.0,0.0,0,1,0,0,0,0,0,0,0,0,790.0,,,,,,,1
F,presencial,BA,1,1,1,53,4,1,0,0,2704.0,0.0,1,1,1,0,0,0,0,1,0,0,442.0,1.0,0.0,9.0,1.0,11.0,0.0,1
F,internet,SP,2,10,1,20,1,0,1,0,600.0,0.0,1,1,0,0,0,0,0,0,0,0,186.0,1.0,,16.0,5.0,,,1
F,presencial,SP,1,10,1,43,2,0,1,1,5214.0,0.0,1,0,1,1,0,0,0,1,1,0,156.0,1.0,6.0,12.0,2.0,0.0,0.0,0
M,presencial,GO,1,15,1,43,2,2,0,1,508.0,0.0,1,1,1,0,0,0,0,1,1,0,728.0,1.0,0.0,11.0,2.0,11.0,0.0,1
F,internet,RJ,1,25,1,37,2,3,1,0,500.0,0.0,1,1,0,0,0,0,0,0,0,0,248.0,1.0,3.0,2.0,4.0,,,1
F,presencial,RS,1,10,1,35,3,0,1,1,760.0,0.0,0,1,0,0,0,0,0,1,1,0,956.0,1.0,5.0,9.0,2.0,0.0,0.0,1
M,presencial,GO,2,25,1,25,2,0,1,1,600.0,0.0,1,1,0,0,0,0,0,1,1,0,763.0,2.0,0.0,9.0,5.0,0.0,0.0,1
F,internet,MG,1,25,2,46,1,0,1,0,350.0,0.0,1,1,0,0,0,0,0,0,1,0,319.0,1.0,47.0,9.0,5.0,,,1
M,presencial,SP,1,15,1,23,1,0,1,1,400.0,0.0,1,0,0,0,0,0,0,1,1,0,129.0,1.0,5.0,9.0,2.0,0.0,0.0,0
M,presencial,AP,1,10,1,76,2,0,0,1,351.0,0.0,1,1,0,0,0,0,0,1,0,0,689.0,1.0,0.0,9.0,1.0,11.0,0.0,0
M,presencial,AP,1,20,1,62,2,4,0,1,350.0,0.0,0,1,0,0,0,0,0,1,1,0,689.0,1.0,0.0,9.0,2.0,11.0,0.0,0
F,presencial,MS,1,10,1,24,1,0,1,1,584.0,0.0,1,0,0,0,0,0,0,1,1,0,791.0,1.0,7.0,9.0,2.0,0.0,0.0,0
F,internet,SP,2,20,1,21,2,0,1,0,1746.0,0.0,1,1,0,0,0,0,0,0,0,0,193.0,,,,,9.0,4.0,0
F,presencial,SP,7,10,1,46,4,0,1,1,800.0,0.0,1,0,1,1,0,0,0,1,0,0,123.0,1.0,7.0,0.0,4.0,0.0,0.0,0
F,presencial,AL,1,15,1,41,1,0,1,1,350.0,0.0,1,1,0,0,0,0,0,1,0,0,570.0,5.0,5.0,9.0,5.0,0.0,0.0,1
F,internet,GO,1,10,1,36,2,3,1,0,700.0,0.0,1,1,0,0,0,0,0,0,0,0,755.0,1.0,2.0,2.0,4.0,,,1
F,internet,MT,1,10,1,69,2,3,1,0,348.0,0.0,0,1,0,0,0,0,0,0,1,0,780.0,1.0,20.0,,,,,0
M,internet,TO,2,10,1,29,2,1,1,0,3500.0,0.0,1,1,0,0,0,0,0,0,0,0,770.0,1.0,1.0,,,,,1
F,internet,BA,2,10,1,54,2,0,1,0,350.0,0.0,0,1,0,0,0,0,0,0,0,0,461.0,1.0,,,,,,1
M,presencial,CE,1,1,1,35,1,0,1,1,365.0,0.0,1,0,0,0,0,0,0,1,0,0,639.0,1.0,0.0,0.0,0.0,0.0,0.0,0
F,internet,RS,1,5,1,62,2,0,1,0,1555.24,0.0,0,1,1,1,0,0,0,0,0,0,917.0,0.0,14.0,,,,,0
F,internet,GO,1,15,1,41,1,0,1,0,424.76,0.0,1,1,0,0,0,0,0,0,0,0,749.0,1.0,2.0,9.0,2.0,,,0
F,presencial,PE,1,15,1,73,0,1,0,1,3327.0,0.0,1,1,0,0,0,0,0,1,0,0,509.0,1.0,0.0,9.0,1.0,11.0,0.0,1
M,presencial,SP,2,10,1,38,6,1,1,1,946.0,0.0,1,1,0,0,0,0,0,1,0,0,148.0,1.0,10.0,9.0,5.0,0.0,0.0,0
F,internet,AM,1,15,1,65,1,3,1,0,350.0,0.0,0,1,0,0,0,0,0,0,0,0,694.0,1.0,,,,,,0
F,internet,CE,1,1,1,38,1,0,1,0,300.0,0.0,1,1,1,0,0,0,0,0,0,0,604.0,1.0,6.0,,1.0,,,1
M,internet,BA,2,1,1,44,1,0,1,0,350.0,0.0,0,1,0,0,0,0,0,0,0,0,457.0,1.0,5.0,9.0,5.0,,,1
F,presencial,BA,2,10,1,24,1,2,1,1,350.0,0.0,1,0,0,0,0,0,0,1,0,0,459.0,1.0,6.0,0.0,1.0,0.0,0.0,1
M,internet,SP,2,25,1,20,6,0,1,0,363.51,0.0,1,1,0,0,0,0,0,0,1,0,178.0,1.0,3.0,13.0,2.0,,,1
F,presencial,RS,1,10,1,60,2,0,1,1,674.0,0.0,0,1,0,0,0,0,0,0,0,0,995.0,1.0,28.0,,1.0,,,1
